mask,stem,CO6,area,convex_area,perimeter,axis_major_length,axis_minor_length,extent,eccentricity,solidity,feret_diameter_max,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,bbox_width,bbox_height,bbox_aspect_ratio
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X014463--Y011163--Z211270--T2936162510.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X014463--Y011163--Z211270--T2936162510,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X014463--Y011163--Z211270--T2936162510,3240.0,4890.0,358.8122292025696,142.3773965137383,45.8702082156846,0.38895558223289317,0.9466806790234963,0.6625766871165644,128.15615474880636,0.4316242098723093,0.12281410783671098,0.015333351721925478,0.0030945106146746076,4.734682956259445e-06,-0.0002936426306192128,2.0783558702714566e-05,119.0,70.0,1.7
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM257--X014463--Y011163--Z209973--T2924162000.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM257--X014463--Y011163--Z209973--T2924162000,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM257--X014463--Y011163--Z209973--T2924162000,5749.0,7372.0,550.936074863071,270.06914779354304,32.07833470061058,0.5326600574446401,0.9929208088520958,0.7798426478567553,251.9622987670973,0.8041220663060422,0.6111302244741805,0.13139850391053945,0.11831547324283608,0.014752047021476894,0.09229685621843245,7.246727817029159e-05,251.0,43.0,5.837209302325581
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM262--X014463--Y011163--Z214771--T2944093717.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM262--X014463--Y011163--Z214771--T2944093717,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM262--X014463--Y011163--Z214771--T2944093717,3368.0,5945.0,408.6761902332485,112.71934215811208,80.14681231202285,0.4376868096166342,0.7031618667709284,0.5665264928511354,96.76776322722355,0.35497998850089374,0.013590357866564387,0.004715024984655964,0.003275341510483673,1.0562080049285422e-05,-8.240332631992483e-05,7.356374064854737e-06,81.0,95.0,0.8526315789473684
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM264--X014463--Y011163--Z215183--T2841906030.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM264--X014463--Y011163--Z215183--T2841906030,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM264--X014463--Y011163--Z215183--T2841906030,2458.0,3616.0,316.2558800164656,78.64479417744812,59.887201629654335,0.5017350479689733,0.6481769968689953,0.6797566371681416,75.76938695805846,0.24846116177390287,0.004365667498108041,0.0009067169729177387,0.000793508935053905,4.186552799598843e-07,-2.153959115278929e-05,5.270275271773823e-07,71.0,69.0,1.0289855072463767
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211486--T2671858312.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211486--T2671858312,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211486--T2671858312,3250.0,5763.0,382.7766952966369,123.21037448985055,65.84196952907185,0.4425381263616558,0.8452401982800601,0.5639423911157383,105.65036677645753,0.3753069487191623,0.04350137615585241,0.011662693458925956,0.005144487791454926,2.332536270346148e-05,-0.00014554938655790572,-3.230843946201561e-05,102.0,72.0,1.4166666666666667
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211881--T2685934452.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211881--T2685934452,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z211881--T2685934452,5083.0,6372.0,486.1076477383247,227.47324181979982,34.72350670778447,0.5609756097560976,0.9882805058298739,0.7977087256748274,221.11083193728885,0.6510647951762575,0.38615529878771443,0.07111631591449269,0.057459776983847646,0.0036717600050980015,0.035049746116933345,-9.850872116509029e-05,221.0,41.0,5.390243902439025
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z212839--T2359620775.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z212839--T2359620775,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM280--X014463--Y011163--Z212839--T2359620775,3179.0,5082.0,365.94826817189073,100.39513635900913,75.22271966480541,0.5039632213062778,0.6622685286868685,0.6255411255411255,88.68483523128404,0.3094062786708466,0.007553811536346301,0.00367167390398424,0.0014259577421293908,1.5608398725461115e-06,-6.131789911675751e-05,-2.8652609382633695e-06,83.0,76.0,1.0921052631578947
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z213337--T2349132326.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z213337--T2349132326,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z213337--T2349132326,2862.0,4128.0,322.8355697996826,87.7818429332537,60.16256145598994,0.5489067894131185,0.7282001524906556,0.6933139534883721,81.49233092751734,0.24731799767872525,0.007962374781436174,0.0011978081296883606,0.0007058494684527431,-1.9190260031125523e-07,-3.940250907406022e-05,6.200060506339677e-07,79.0,66.0,1.196969696969697
WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z215577--T2858337118.png,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z215577--T2858337118,WE00001---A001--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM283--X014463--Y011163--Z215577--T2858337118,3531.0,7621.0,434.13203435596427,141.2419919056494,75.48921248699507,0.29454454454454454,0.8451892142922495,0.46332502296286576,119.57006314291216,0.45397765292024617,0.06362616089640914,0.028880755493701643,0.01389829977965231,0.00024264645588317822,8.896756744954126e-05,-0.00013659042671162493,111.0,108.0,1.0277777777777777
WE00002---A002--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X023472--Y011163--Z209870--T2936243413.png,WE00002---A002--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X023472--Y011163--Z209870--T2936243413,WE00002---A002--PO01--LO001--CO6--SL001--PX32500--PW0100--IN0020--TM250--X023472--Y011163--Z209870--T2936243413,2406.0,2873.0,234.20815280171308,92.47513052852541,37.90517366491974,0.4773809523809524,0.9121323256242084,0.8374521406195614,91.0659101969557,0.25946726820541194,0.03415859424924046,0.003053034275682739,0.0005986400904647573,4.5045694957131924e-07,1.5339498125945843e-05,-6.723615820740634e-07,63.0,80.0,0.7875
